"2015-04-01","0","0","0","0","0","0","7300","0","15000","0","18400","30000","0","0","11200","106300","0","0","0"
"2015-04-02","0","0","0","0","0","0","19831","0","0","0","60200","211105","0","0","0","0","0","0","0"
"2015-04-03","0","0","0","0","0","0","1900","0","0","0","0","62562","0","0","0","0","0","0","0"
"2015-04-04","0","0","0","0","0","0","65899","8934","0","0","0","0","0","0","0","0","0","0","0"
"2015-04-05","0","0","0","0","0","0","2880","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-04-06","0","0","0","0","0","0","8250","0","111848","0","144700","0","0","0","0","0","0","0","0"
"2015-04-07","0","0","0","0","0","0","12082","0","0","0","93900","0","0","0","0","20000","0","0","0"
"2015-04-08","0","0","0","0","0","0","0","0","0","0","0","12010","0","0","0","0","0","0","0"
"2015-04-09","0","0","0","0","0","0","1300","0","14000","450000","0","1418000","0","0","0","0","0","0","0"
"2015-04-10","0","0","0","0","0","0","15900","0","0","20000","0","0","0","0","0","0","0","0","0"
"2015-04-11","0","0","0","0","0","0","109689","0","0","0","0","17000","0","0","0","0","0","0","0"
"2015-04-12","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-04-13","0","0","0","0","0","0","11800","0","0","0","0","0","0","0","9100","0","0","0","0"
"2015-04-14","0","0","0","0","0","0","11900","0","0","0","40000","0","0","0","0","98900","0","0","0"
"2015-04-15","0","0","0","0","0","0","500","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-04-16","0","0","0","0","0","0","1500","0","0","0","0","0","0","0","10000","0","394000","0","0"
"2015-04-17","0","0","0","0","0","0","7900","0","0","0","49900","0","0","20630","21900","0","50000","0","0"
"2015-04-18","0","0","0","0","0","0","3980","12100","110285","0","0","7100","0","0","0","0","0","0","0"
"2015-04-19","0","0","0","0","0","0","18640","102100","0","0","0","7100","0","0","0","0","0","0","0"
"2015-04-20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-04-21","0","0","0","0","0","0","6535","0","0","0","0","0","0","0","0","71400","0","0","0"
"2015-04-22","0","0","0","0","0","0","2425","25000","0","0","0","0","0","0","0","0","0","0","0"
"2015-04-23","0","0","0","0","0","0","19810","0","0","0","0","0","0","0","0","62500","0","0","0"
"2015-04-24","0","0","0","0","0","0","48900","3000","0","0","0","0","0","0","0","0","0","0","0"
"2015-04-25","0","0","0","0","0","0","0","0","0","0","0","30000","0","0","0","0","0","0","0"
"2015-04-26","0","0","0","0","0","0","0","5800","0","0","0","0","0","0","0","0","0","0","0"
"2015-04-27","0","0","0","0","0","0","1900","0","0","0","0","0","0","0","0","51000","0","0","0"
"2015-04-28","0","0","0","0","0","0","2900","0","0","0","0","0","23400","0","0","62600","0","0","0"
"2015-04-29","0","0","0","0","0","0","20490","6000","128703","0","0","0","0","0","0","0","55000","0","0"
"2015-04-30","20000","60000","40000","0","0","0","62500","0","0","0","0","0","0","0","28000","25000","0","0","0"
