"2013-02-01","0","0","0","0","0","0","5960","0","20000","2690","0","0","0","0","0","0","0","0","0"
"2013-02-02","0","0","0","0","0","0","44907","0","0","0","0","22000","0","0","0","0","0","0","0"
"2013-02-03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013-02-04","0","0","0","0","0","0","1200","0","10000","0","0","4400","0","0","0","0","0","0","0"
"2013-02-05","0","0","0","0","0","0","5300","0","50000","4190","0","0","0","0","0","0","0","0","0"
"2013-02-06","0","0","0","0","0","0","1270","0","0","0","0","0","0","0","0","0","0","0","0"
"2013-02-07","0","0","0","0","0","0","961","0","0","0","0","0","0","0","0","0","0","0","0"
"2013-02-08","0","0","0","0","0","0","1180","2900","0","0","0","0","0","0","0","0","0","0","0"
"2013-02-09","0","0","13000","7852","32643","19450","113960","180050","0","0","6900","0","0","0","0","0","0","0","0"
"2013-02-10","15000","50000","0","0","0","0","0","0","0","0","0","0","0","0","1120","0","0","0","0"
"2013-02-11","0","0","0","0","0","0","900","0","0","0","0","0","0","0","0","0","0","0","0"
"2013-02-12","0","0","0","0","0","0","7394","872","0","0","0","0","0","0","750","0","0","0","0"
"2013-02-13","0","0","0","0","0","0","1270","20000","0","0","0","13152","0","0","700","0","0","0","0"
"2013-02-14","0","0","0","0","0","0","2300","0","0","0","0","43792","0","0","635","3000","0","0","0"
"2013-02-15","0","0","0","0","0","0","3791","0","50100","0","0","0","0","0","1470","40200","0","0","0"
"2013-02-16","0","0","0","0","0","0","30596","0","0","0","0","60000","0","0","30300","0","0","0","0"
"2013-02-17","0","0","0","0","0","0","1801","0","0","0","0","0","0","0","2600","0","0","0","0"
"2013-02-18","0","0","0","0","0","0","1000","0","2000","0","0","0","0","0","0","0","0","0","0"
"2013-02-19","0","0","0","0","0","0","4020","0","0","0","0","4171","0","0","0","0","0","0","0"
"2013-02-20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2013-02-21","0","0","0","0","0","0","1320","0","0","0","0","210","0","0","0","0","0","0","0"
"2013-02-22","0","0","0","0","0","0","30965","0","0","0","0","165000","0","0","0","0","0","0","0"
"2013-02-23","0","0","0","0","0","0","3700","0","0","0","0","0","0","0","0","0","0","0","0"
"2013-02-24","0","0","0","0","0","0","1320","0","0","0","0","0","0","0","562","0","0","0","0"
"2013-02-25","0","0","0","0","0","0","1325","0","0","0","0","0","0","0","0","0","0","0","0"
"2013-02-26","0","0","0","0","0","0","5097","0","0","0","0","0","0","0","0","0","0","0","0"
"2013-02-27","0","0","0","0","0","0","3460","0","0","0","0","0","0","0","0","0","0","0","0"
"2013-02-28","0","0","0","0","0","0","0","3275","0","0","0","0","0","1452","0","0","0","0","0"
