"2015-11-01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-11-02","0","0","0","0","0","0","0","0","3900","0","0","0","0","0","6000","2400","30000","0","0"
"2015-11-03","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46000","599100","0","0"
"2015-11-04","0","0","0","0","0","0","1549","0","0","0","0","0","0","0","20000","0","0","0","0"
"2015-11-05","0","0","0","0","0","0","0","198400","5100","0","0","0","0","0","32000","0","40000","0","0"
"2015-11-06","0","0","0","0","0","0","4300","0","0","0","0","0","0","0","0","0","79000","0","0"
"2015-11-07","0","0","0","0","0","0","35662","38790","0","0","0","15000","0","0","0","23800","5000","0","0"
"2015-11-08","0","0","0","0","0","0","0","0","50000","0","0","0","0","0","0","6500","0","0","0"
"2015-11-09","0","0","0","0","0","0","1100","0","0","0","0","0","0","0","0","0","15000","0","0"
"2015-11-10","0","0","0","0","0","0","1200","0","0","0","0","52277","0","0","0","0","0","0","0"
"2015-11-11","0","0","0","0","0","0","8349","0","0","60000","0","0","0","0","0","0","0","0","0"
"2015-11-12","0","0","0","0","0","0","2500","0","40000","0","0","0","0","0","0","2500","0","0","0"
"2015-11-13","0","0","0","0","0","0","79663","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-11-14","0","0","0","0","0","0","0","0","0","0","0","8201","0","0","0","0","0","0","0"
"2015-11-15","0","0","0","0","0","0","0","0","0","0","0","795","0","0","0","0","0","0","0"
"2015-11-16","0","0","0","0","0","0","0","25000","10000","0","0","0","0","0","0","0","0","0","0"
"2015-11-17","0","0","0","0","0","0","12859","0","110000","0","0","0","0","0","0","0","0","0","0"
"2015-11-18","0","0","0","0","0","0","5500","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-11-19","0","0","0","0","0","0","22495","0","17300","345000","0","0","0","0","0","0","0","0","0"
"2015-11-20","0","0","0","0","0","0","64474","18528","0","0","6998","0","0","0","0","0","0","0","0"
"2015-11-21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2015-11-22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40000","0","0","0"
"2015-11-23","0","0","0","0","0","0","0","0","10900","0","0","0","0","0","14500","0","0","0","0"
"2015-11-24","0","0","0","0","0","0","5000","0","1800","0","0","0","0","0","30000","0","0","0","0"
"2015-11-25","0","0","0","0","0","0","23964","0","2000","43000","0","0","0","0","0","0","0","0","0"
"2015-11-26","0","0","0","0","0","0","6800","25000","40000","0","0","0","0","0","0","30000","0","0","0"
"2015-11-27","0","0","40000","0","0","0","110335","22812","0","98100","28100","0","129000","0","0","95000","117200","0","0"
"2015-11-28","0","0","0","0","0","0","3100","33215","0","3000","137000","115000","0","0","0","0","0","0","0"
"2015-11-29","0","0","0","0","0","0","28643","1015","30000","0","0","0","0","0","0","0","0","0","0"
"2015-11-30","0","0","0","0","0","0","0","3000","0","0","0","0","0","0","170000","0","0","0","0"
