"2012-06-01","0","0","0","0","0","0","2000","10000","0","0","0","0","0","0","0","0","0","0","0"
"2012-06-02","0","0","13000","0","0","0","4800","0","0","0","0","0","0","0","0","0","0","0","0"
"2012-06-03","0","0","0","0","0","0","2074","0","10000","0","0","4300","0","0","0","0","0","0","0"
"2012-06-04","0","0","0","0","0","0","5122","0","0","0","0","2060","0","0","0","0","0","0","0"
"2012-06-05","0","0","0","0","0","0","16107","1000","0","0","0","15600","0","0","0","0","0","0","0"
"2012-06-06","0","0","0","0","0","0","4717","4731","0","0","0","0","0","0","0","0","0","0","0"
"2012-06-07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2012-06-08","0","0","0","0","0","0","2850","0","0","0","0","0","0","0","995","0","0","0","0"
"2012-06-09","0","0","0","0","0","0","5612","4290","10000","0","0","1938","50000","0","0","0","0","0","0"
"2012-06-10","0","0","0","0","0","0","5938","0","0","0","0","0","0","0","0","0","0","0","0"
"2012-06-11","0","0","0","0","0","0","3850","0","0","0","0","0","0","0","3150","0","0","0","0"
"2012-06-12","0","0","0","0","0","0","4498","3324","0","0","0","0","69000","0","0","0","0","0","0"
"2012-06-13","0","0","0","0","0","0","96931","119544","54000","0","32600","0","463751","22200","0","37300","0","0","0"
"2012-06-14","0","0","0","0","0","0","1000","0","1000","0","0","0","174175","0","0","5000","0","0","0"
"2012-06-15","0","0","0","0","0","0","2000","10000","0","0","0","0","0","0","9600","0","0","0","0"
"2012-06-16","15000","50000","13000","0","7980","23340","7218","0","3000","0","0","0","0","0","0","0","0","0","0"
"2012-06-17","0","0","0","0","0","0","8363","0","0","0","0","0","0","0","0","39965","0","0","0"
"2012-06-18","0","0","0","0","0","0","14756","0","0","0","0","0","0","0","1450","2500","0","0","0"
"2012-06-19","0","0","0","0","0","0","3000","0","0","0","0","0","0","0","1100","0","0","0","0"
"2012-06-20","0","0","0","0","0","0","4305","0","0","0","0","2118","0","0","0","0","0","0","0"
"2012-06-21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2348","0","0","0","0"
"2012-06-22","0","0","0","0","0","0","0","0","0","0","0","0","32200","0","0","0","0","0","0"
"2012-06-23","0","0","0","0","0","0","46911","0","0","0","0","0","0","0","1689","0","0","0","0"
"2012-06-24","0","0","0","0","0","0","454","780","0","0","0","0","0","0","737","0","0","0","0"
"2012-06-25","0","0","0","0","0","0","0","0","20000","0","0","0","0","0","0","0","0","0","0"
"2012-06-26","0","0","0","0","0","0","1639","0","0","0","0","0","0","0","0","0","0","0","0"
"2012-06-27","0","0","0","0","0","0","10186","0","0","0","0","9300","0","0","0","0","0","0","0"
"2012-06-28","0","0","0","0","0","0","51582","2554","0","0","0","1820","27000","0","0","0","0","0","0"
"2012-06-29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2012-06-30","0","0","0","0","0","0","20717","0","10000","0","0","0","0","0","0","0","0","0","0"
